date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:42:16	10299/10299	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:30%20GMT	https://alioth-html.pethemes.com/light/single-post.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/single-post.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:17	10760/10760	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:28%20GMT	https://alioth-html.pethemes.com/light/products.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/products.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:17	12264/12264	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:31%20GMT	https://alioth-html.pethemes.com/light/single-product.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/single-product.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:17	9709/9709	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:21%20GMT	https://alioth-html.pethemes.com/light/cart.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/cart.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:17	9369/9369	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:21%20GMT	https://alioth-html.pethemes.com/light/checkout.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/checkout.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:18	9674/9674	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:23%20GMT	https://alioth-html.pethemes.com/light/contact.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/contact.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:18	12833/12833	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:29%20GMT	https://alioth-html.pethemes.com/light/project-5.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-5.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:18	193689/193689	---M--	200	added ('OK')	image/jpeg	etag:%226168251c-32568%22	https://alioth-html.pethemes.com/light/img/projects/project-5/project_featured_image.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/projects/project-5/project_featured_image.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:18	11919/11919	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:29%20GMT	https://alioth-html.pethemes.com/light/project-6.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-6.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:18	496977/496977	---M--	200	added ('OK')	image/jpeg	etag:%2261682536-82343%22	https://alioth-html.pethemes.com/light/img/projects/project-6/project_featured_image.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/projects/project-6/project_featured_image.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:19	11278/11278	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:30%20GMT	https://alioth-html.pethemes.com/light/project-9.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-9.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:19	1230267/1230267	---M--	200	added ('OK')	image/jpeg	etag:%226168252a-1393f9%22	https://alioth-html.pethemes.com/light/img/projects/project-9/project_featured_image.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/projects/project-9/project_featured_image.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:19	11698/11698	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:28%20GMT	https://alioth-html.pethemes.com/light/project-3.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-3.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:19	250962/250962	---M--	200	added ('OK')	image/jpeg	etag:%2261682504-4295b%22	https://alioth-html.pethemes.com/light/img/projects/project-3/project_featured_image.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/projects/project-3/project_featured_image.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:20	12434/12434	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:28%20GMT	https://alioth-html.pethemes.com/light/project-2.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-2.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:20	356812/356812	---M--	200	added ('OK')	image/jpeg	etag:%2261682512-5d80c%22	https://alioth-html.pethemes.com/light/img/projects/project-2/project_featured_image.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/projects/project-2/project_featured_image.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:20	12335/12335	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:28%20GMT	https://alioth-html.pethemes.com/light/project-1.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-1.html	(from https://alioth-html.pethemes.com/light/index.html)
13:42:20	985866/985866	---M--	200	added ('OK')	image/jpeg	etag:%2261682541-fe8fc%22	https://alioth-html.pethemes.com/light/img/projects/project-1/project-featured-image.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/projects/project-1/project-featured-image.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:21	2894/2894	---M--	200	added ('OK')	image/png	etag:%22616824f3-12aa%22	https://alioth-html.pethemes.com/light/img/client_01-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_01-dark.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:21	4932/4932	---M--	200	added ('OK')	image/png	etag:%22616824ce-20e5%22	https://alioth-html.pethemes.com/light/img/client_02-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_02-dark.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:22	4035/4035	---M--	200	added ('OK')	image/png	etag:%22616824ce-1afa%22	https://alioth-html.pethemes.com/light/img/client_03-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_03-dark.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:22	3916/3916	---M--	200	added ('OK')	image/png	etag:%22616824cb-1967%22	https://alioth-html.pethemes.com/light/img/client_04-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_04-dark.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:23	3857/3857	---M--	200	added ('OK')	image/png	etag:%22616824cb-1856%22	https://alioth-html.pethemes.com/light/img/client_05-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_05-dark.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:23	4107/4107	---M--	200	added ('OK')	image/png	etag:%22616824db-19d1%22	https://alioth-html.pethemes.com/light/img/client_06-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_06-dark.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:24	3093/3093	---M--	200	added ('OK')	image/png	etag:%22616824e6-1486%22	https://alioth-html.pethemes.com/light/img/client_10-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_10-dark.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:24	5685/5685	---M--	200	added ('OK')	image/png	etag:%22616824e6-297b%22	https://alioth-html.pethemes.com/light/img/client_11-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_11-dark.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:24	116287/116287	---M--	200	added ('OK')	image/jpeg	etag:%22616824e7-1e920%22	https://alioth-html.pethemes.com/light/img/post_01.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/post_01.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:24	153600/153600	---M--	200	added ('OK')	image/jpeg	etag:%22616824e3-27601%22	https://alioth-html.pethemes.com/light/img/post_02.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/post_02.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:25	39900/39900	---M--	200	added ('OK')	image/jpeg	etag:%22616824dd-a3f5%22	https://alioth-html.pethemes.com/light/img/post_03.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/post_03.jpg	(from https://alioth-html.pethemes.com/light/index.html)
13:42:25	975/975	---M--	200	added ('OK')	image/png	etag:%22616824e9-903%22	https://alioth-html.pethemes.com/light/img/footer-logo.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/footer-logo.png	(from https://alioth-html.pethemes.com/light/index.html)
13:42:25	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226304b3db-4d7%22	https://alioth-html.pethemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://alioth-html.pethemes.com/light/index.html)
13:42:26	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624b7fb4-15d9c%22	https://alioth-html.pethemes.com/light/js/jquery.min.js	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/js/jquery.min.js	(from https://alioth-html.pethemes.com/light/index.html)
13:42:26	525850/525850	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624b7fb6-99ace%22	https://alioth-html.pethemes.com/light/js/plugins.js	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/js/plugins.js	(from https://alioth-html.pethemes.com/light/index.html)
13:42:26	28965/28965	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624b7fb9-7222%22	https://alioth-html.pethemes.com/light/js/barba.js	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/js/barba.js	(from https://alioth-html.pethemes.com/light/index.html)
13:42:26	46929/46929	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624b7fb3-b751%22	https://alioth-html.pethemes.com/light/js/locomotive-scroll.min.js	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/js/locomotive-scroll.min.js	(from https://alioth-html.pethemes.com/light/index.html)
13:42:26	108119/108119	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624b7fb2-24ff9%22	https://alioth-html.pethemes.com/light/js/gsap.js	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/js/gsap.js	(from https://alioth-html.pethemes.com/light/index.html)
13:42:27	121286/121286	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624b7fb8-46434%22	https://alioth-html.pethemes.com/light/js/scripts.js	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/js/scripts.js	(from https://alioth-html.pethemes.com/light/index.html)
13:42:27	537868/537868	---M--	200	added ('OK')	application/font-woff2	etag:%22624b7fa2-8350c%22	https://alioth-html.pethemes.com/light/css/fonts/icofont.woff2	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/css/fonts/icofont.woff2	(from https://alioth-html.pethemes.com/light/css/plugins.css)
13:42:28	645604/645604	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22624b7fac-9d9e4%22	https://alioth-html.pethemes.com/light/css/fonts/icofont.woff	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/css/fonts/icofont.woff	(from https://alioth-html.pethemes.com/light/css/plugins.css)
13:42:28	1960/1960	---M--	200	added ('OK')	image/png	etag:%22616824c9-ead%22	https://alioth-html.pethemes.com/light/img/cs-sign-light.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/cs-sign-light.png	(from https://alioth-html.pethemes.com/light/home-personal.html)
13:42:29	11803/11803	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:29%20GMT	https://alioth-html.pethemes.com/light/project-4.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-4.html	(from https://alioth-html.pethemes.com/light/home-personal.html)
13:42:30	12422/12422	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:30%20GMT	https://alioth-html.pethemes.com/light/project-8.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-8.html	(from https://alioth-html.pethemes.com/light/home-personal.html)
13:42:30	11613/11613	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2023:30:29%20GMT	https://alioth-html.pethemes.com/light/project-7.html	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/project-7.html	(from https://alioth-html.pethemes.com/light/home-showcase-carousel.html)
13:42:30	119802/119802	---M--	200	added ('OK')	image/jpeg	etag:%2261682544-23c4e%22	https://alioth-html.pethemes.com/light/img/projects/project-8/project_featured_image.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/projects/project-8/project_featured_image.jpg	(from https://alioth-html.pethemes.com/light/home-showcase-carousel.html)
13:42:30	3410939/3410939	---M--	200	added ('OK')	image/png	etag:%22616824fb-3abb5c%22	https://alioth-html.pethemes.com/light/img/hme-persona_portrait.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/hme-persona_portrait.png	(from https://alioth-html.pethemes.com/light/home-personal.html)
13:42:30	488777/488777	---M--	200	added ('OK')	image/jpeg	etag:%22616824d9-7c7fd%22	https://alioth-html.pethemes.com/light/img/light_agency_4.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/light_agency_4.jpg	(from https://alioth-html.pethemes.com/light/home-showcase-carousel.html)
13:42:31	228983/228983	---M--	200	added ('OK')	image/jpeg	etag:%22616824f1-398f3%22	https://alioth-html.pethemes.com/light/img/about-us-light-1.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/about-us-light-1.jpg	(from https://alioth-html.pethemes.com/light/home-showcase-list.html)
13:42:31	206789/206789	---M--	200	added ('OK')	image/jpeg	etag:%22616824e9-34c21%22	https://alioth-html.pethemes.com/light/img/about-us-light-2.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/about-us-light-2.jpg	(from https://alioth-html.pethemes.com/light/home-showcase-list.html)
13:42:31	192391/192391	---M--	200	added ('OK')	image/jpeg	etag:%22616824ef-31934%22	https://alioth-html.pethemes.com/light/img/about-us-light-3.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/about-us-light-3.jpg	(from https://alioth-html.pethemes.com/light/home-showcase-list.html)
13:42:31	655712/655712	---M--	200	added ('OK')	image/jpeg	etag:%22616824e5-a64f3%22	https://alioth-html.pethemes.com/light/img/light_agency_1.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/light_agency_1.jpg	(from https://alioth-html.pethemes.com/light/home-showcase-list.html)
13:42:32	7486/7486	---M--	200	added ('OK')	image/png	etag:%22616824dc-1d3e%22	https://alioth-html.pethemes.com/light/img/client_07-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_07-dark.png	(from https://alioth-html.pethemes.com/light/home-showcase-list.html)
13:42:32	8161/8161	---M--	200	added ('OK')	image/png	etag:%22616824d0-1fe1%22	https://alioth-html.pethemes.com/light/img/client_08-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_08-dark.png	(from https://alioth-html.pethemes.com/light/home-showcase-list.html)
13:42:33	6607/6607	---M--	200	added ('OK')	image/png	etag:%22616824d0-19cf%22	https://alioth-html.pethemes.com/light/img/client_09-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_09-dark.png	(from https://alioth-html.pethemes.com/light/home-showcase-list.html)
13:42:33	5642/5642	---M--	200	added ('OK')	image/png	etag:%22616824c9-160a%22	https://alioth-html.pethemes.com/light/img/client_12-dark.png	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/client_12-dark.png	(from https://alioth-html.pethemes.com/light/home-showcase-list.html)
13:42:33	207422/207422	---M--	200	added ('OK')	image/jpeg	etag:%22616824df-34869%22	https://alioth-html.pethemes.com/light/img/light_agency_2.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/light_agency_2.jpg	(from https://alioth-html.pethemes.com/light/home-showcase-wall.html)
13:42:34	596215/596215	---M--	200	added ('OK')	image/jpeg	etag:%22616824e2-9728c%22	https://alioth-html.pethemes.com/light/img/light_agency_3.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/light_agency_3.jpg	(from https://alioth-html.pethemes.com/light/home-showcase-wall.html)
13:42:34	74223/74223	---M--	200	added ('OK')	image/jpeg	etag:%22616824cd-14399%22	https://alioth-html.pethemes.com/light/img/product_1.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/product_1.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:34	90985/90985	---M--	200	added ('OK')	image/jpeg	etag:%22616824cf-18d5a%22	https://alioth-html.pethemes.com/light/img/product_2.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/product_2.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:34	52628/52628	---M--	200	added ('OK')	image/jpeg	etag:%22616824d1-ef39%22	https://alioth-html.pethemes.com/light/img/product_3.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/product_3.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:35	74382/74382	---M--	200	added ('OK')	image/jpeg	etag:%22616824d4-1433a%22	https://alioth-html.pethemes.com/light/img/product_4.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/product_4.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:35	73381/73381	---M--	200	added ('OK')	image/jpeg	etag:%22616824d5-14126%22	https://alioth-html.pethemes.com/light/img/product_5.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/product_5.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:35	73425/73425	---M--	200	added ('OK')	image/jpeg	etag:%22616824d3-141f3%22	https://alioth-html.pethemes.com/light/img/product_6.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/product_6.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:35	44136/44136	---M--	200	added ('OK')	image/jpeg	etag:%22616824d0-ccda%22	https://alioth-html.pethemes.com/light/img/product_7.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/product_7.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:35	39072/39072	---M--	200	added ('OK')	image/jpeg	etag:%22616824d6-b954%22	https://alioth-html.pethemes.com/light/img/product_8.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/product_8.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:36	343232/343232	---M--	200	added ('OK')	image/jpeg	etag:%22616824d4-59df0%22	https://alioth-html.pethemes.com/light/img/shop_cat_1.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/shop_cat_1.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
13:42:36	240138/240138	---M--	200	added ('OK')	image/jpeg	etag:%22616824cf-40bf5%22	https://alioth-html.pethemes.com/light/img/shop_cat_4.jpg	C:/My%20Web%20Sites/adithyan%203/alioth-html.pethemes.com/light/img/shop_cat_4.jpg	(from https://alioth-html.pethemes.com/light/home-shop.html)
